,product_data_storage,csat_score,articles_viewed,smartphone_notifications_viewed,marketing_emails_clicked,social_media_ads_viewed,minutes_customer_support,months_active,churned,product_travel_expense_Free-Trial,product_travel_expense_No,product_payroll_Free-Trial,product_payroll_No,product_accounting_Free-Trial,product_accounting_No,us_region_East South Central,us_region_Middle Atlantic,us_region_Mountain,us_region_New England,us_region_Pacific,us_region_South Atlantic,us_region_West North Central,us_region_West South Central,company_size_10-50,company_size_100-250,company_size_50-100,company_size_self-employed
434,1024,10,3,2,18,1,0.0,7.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
435,1024,7,2,1,13,0,6.1,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
436,2048,8,4,0,17,1,0.0,2.0,1.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
437,2048,9,4,0,15,0,0.0,3.0,1.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
438,1024,8,2,0,20,0,0.0,3.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
439,200,9,1,0,16,1,0.0,2.0,1.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
440,2048,9,3,2,16,0,54.0,3.0,1.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
441,5120,9,8,0,17,1,0.0,7.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
442,2048,10,6,0,15,0,0.0,7.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
443,1024,9,3,0,20,1,0.0,3.0,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
444,500,10,4,1,17,1,0.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
445,1024,10,7,1,14,0,0.0,5.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
446,2048,10,8,1,17,1,0.0,5.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
447,2048,10,2,0,19,0,0.0,12.0,0.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
448,200,9,7,1,12,0,0.0,2.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
449,200,10,5,0,14,1,0.0,1.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
450,5120,10,2,2,18,0,0.0,2.0,1.0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
451,1024,8,3,0,17,0,19.3,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
452,200,9,6,0,15,0,0.0,2.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
453,500,10,1,1,16,0,11.5,4.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
454,5120,10,8,0,20,1,0.0,8.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
455,1024,10,3,1,17,0,0.2,3.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
456,1024,10,5,0,15,1,0.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
457,500,9,7,0,11,0,14.8,3.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
458,1024,9,5,0,14,0,9.1,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
459,500,8,4,0,18,2,0.0,3.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
460,500,9,5,1,15,0,0.0,1.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
461,1024,9,4,0,19,1,0.0,9.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
462,1024,10,3,0,15,0,0.0,4.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
463,2048,8,2,0,16,0,0.4,3.0,1.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
464,500,9,7,0,12,0,0.0,2.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
465,1024,9,6,2,21,1,0.0,9.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
466,2048,10,5,0,19,0,3.6,5.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
467,1024,9,7,0,13,0,0.0,4.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
468,200,10,9,0,19,0,0.0,7.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
469,500,10,3,0,17,0,0.0,7.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
470,500,8,5,1,13,1,0.0,1.0,1.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
471,2048,10,3,0,14,1,0.0,5.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
472,1024,9,8,0,15,1,0.0,2.0,1.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
473,500,9,7,2,15,0,0.0,1.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
474,500,9,4,1,22,0,1.9,8.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
475,500,7,5,0,12,0,0.0,3.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
476,1024,9,6,0,15,1,0.0,1.0,1.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
477,2048,9,4,0,20,0,19.0,2.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
478,2048,8,3,0,17,1,0.0,2.0,1.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
479,1024,8,3,0,15,0,0.0,1.0,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
480,200,9,5,2,14,0,0.0,3.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
481,2048,8,6,0,17,1,0.7,2.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
482,2048,7,6,1,17,0,0.0,4.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
483,1024,7,6,0,16,0,0.7,4.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
484,2048,10,7,0,12,1,0.0,11.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
485,1024,9,5,0,19,0,0.0,8.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
486,500,10,5,0,20,1,0.0,7.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
487,1024,10,7,1,13,2,0.0,3.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
488,2048,10,2,0,15,0,0.0,11.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
489,2048,8,4,1,11,1,0.0,3.0,0.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
490,500,6,2,0,16,0,0.0,3.0,1.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
491,500,10,6,0,20,0,12.0,8.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
492,1024,8,8,0,10,1,0.0,2.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
493,5120,10,7,0,16,0,0.0,5.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
494,5120,8,4,1,12,1,0.0,2.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
495,2048,10,3,0,19,0,0.0,2.0,1.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
496,1024,7,2,0,14,1,0.0,1.0,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
497,1024,10,3,0,13,1,0.0,3.0,0.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
498,2048,9,7,0,17,0,0.0,1.0,1.0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
499,500,9,6,1,11,0,30.2,2.0,1.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
500,2048,9,2,1,15,0,0.0,7.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
501,2048,10,7,0,18,0,0.0,7.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
502,1024,7,4,0,21,0,0.0,1.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
503,500,10,4,0,14,1,23.5,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
504,5120,9,5,2,17,1,5.1,3.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
505,5120,10,2,0,11,0,0.0,7.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
506,2048,9,5,0,18,0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
507,200,8,4,0,18,0,8.0,3.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
508,5120,9,2,0,20,1,0.0,4.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
509,5120,8,5,1,15,0,0.0,3.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
510,1024,10,3,0,13,0,35.2,2.0,1.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
511,500,10,7,0,15,0,0.0,3.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
512,5120,10,4,0,18,0,0.0,4.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
513,2048,8,4,0,20,0,0.0,3.0,1.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
514,5120,8,2,0,17,1,0.0,5.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
515,1024,8,3,0,14,0,0.0,2.0,1.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
516,1024,10,3,0,20,1,0.0,2.0,0.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
517,500,9,6,1,16,0,0.0,3.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
518,5120,8,2,0,14,0,0.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
519,2048,8,3,1,12,0,0.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
520,2048,9,5,1,18,0,0.0,3.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
521,1024,9,5,0,16,0,0.7,3.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
522,2048,8,5,2,19,0,0.0,3.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
523,200,9,1,1,17,1,0.0,7.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
524,1024,10,3,0,17,0,0.0,3.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
525,500,9,3,0,10,0,0.0,2.0,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
526,500,9,1,0,13,1,0.0,2.0,1.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
527,1024,9,2,2,23,0,24.1,3.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
528,1024,9,2,1,17,1,0.0,2.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
529,1024,7,5,0,15,0,0.0,2.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
530,2048,10,2,1,15,0,0.0,8.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
531,2048,9,4,0,13,1,7.7,1.0,1.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
532,500,9,4,0,11,0,0.0,3.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,500,10,4,1,17,0,2.9,1.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
534,2048,10,3,0,17,1,0.0,7.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
535,500,7,2,0,13,0,0.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
536,2048,10,4,0,18,1,0.0,3.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
537,1024,9,1,0,14,0,9.2,3.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
538,1024,9,3,0,15,0,0.0,5.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
539,200,10,6,0,19,0,5.9,4.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
540,1024,9,2,2,11,0,0.0,3.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
541,500,9,4,0,19,0,37.4,2.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
542,2048,9,2,0,19,0,0.0,5.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
543,200,7,4,0,21,1,0.0,2.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
544,1024,9,5,1,20,1,0.0,7.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
545,2048,10,5,1,18,0,0.0,7.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
546,200,8,3,0,18,0,0.0,1.0,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
547,500,9,3,0,14,0,0.0,7.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
548,1024,9,3,1,18,0,0.0,7.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
549,1024,8,3,0,13,0,5.1,2.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
550,1024,10,2,0,16,0,20.0,4.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
551,500,9,6,1,13,1,21.2,3.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
552,500,9,3,0,14,0,0.0,5.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
553,500,9,2,0,14,0,0.0,11.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
554,500,8,4,1,13,2,0.0,2.0,0.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
555,500,10,5,0,23,1,7.4,3.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
556,1024,7,3,0,14,1,12.2,2.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
557,2048,10,2,0,15,1,0.0,7.0,0.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
558,1024,9,2,1,16,0,0.0,5.0,1.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
559,1024,8,3,1,20,2,0.0,1.0,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
560,1024,8,4,1,26,2,16.6,3.0,1.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
561,1024,9,3,1,16,0,0.0,5.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
562,5120,10,4,0,15,1,0.0,7.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
563,500,10,3,1,19,2,0.0,4.0,0.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
564,1024,8,7,1,19,0,0.0,2.0,1.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
565,2048,9,2,1,13,0,0.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
566,5120,10,4,0,18,0,15.3,3.0,0.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
567,2048,7,3,1,19,0,0.0,4.0,1.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
568,500,10,5,0,17,0,16.5,4.0,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
569,1024,9,5,0,19,0,0.0,2.0,1.0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
570,1024,10,2,0,17,0,0.0,4.0,1.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
571,2048,9,3,0,17,0,0.0,2.0,1.0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
572,1024,9,2,0,13,0,0.0,8.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
573,200,10,3,0,18,1,0.0,11.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
574,500,10,4,0,22,0,0.0,5.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
575,5120,8,3,0,12,0,0.0,8.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
576,1024,9,4,1,19,1,0.0,4.0,1.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
577,500,10,2,0,20,0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
578,500,10,4,2,19,1,0.0,8.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
579,1024,10,10,1,15,0,0.0,3.0,1.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
580,500,9,6,0,11,0,0.0,8.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
581,1024,8,6,0,14,0,0.0,3.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
582,1024,10,4,0,11,0,0.0,4.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
583,200,10,3,0,17,0,0.0,4.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
584,2048,8,4,0,12,1,19.9,2.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
585,200,9,6,0,17,1,0.0,2.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
586,500,8,4,0,15,0,0.0,2.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
587,500,8,5,0,17,0,0.0,1.0,1.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
588,2048,9,7,3,15,0,0.0,5.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
589,1024,10,5,1,15,1,0.0,4.0,1.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
590,2048,10,7,1,15,1,0.0,4.0,0.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
591,2048,8,3,0,13,0,0.0,1.0,1.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
592,500,10,5,0,18,1,0.0,7.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
593,5120,10,2,0,13,0,2.8,4.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
594,500,9,8,0,12,0,0.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
595,500,9,1,0,13,1,2.9,4.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
596,1024,9,5,0,12,0,0.0,7.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
597,1024,10,7,1,11,1,0.0,8.0,0.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
598,200,10,3,0,19,0,0.0,4.0,1.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
599,200,9,2,0,18,1,10.5,3.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
600,2048,9,2,0,11,0,0.0,2.0,0.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
601,5120,9,2,0,16,0,0.0,4.0,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
602,500,9,7,0,14,0,0.0,3.0,1.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
603,2048,10,7,0,10,1,0.0,3.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
604,2048,10,2,0,19,2,0.0,5.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
605,2048,10,3,0,17,0,0.0,2.0,1.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
606,2048,10,4,1,11,0,0.0,8.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
607,2048,7,2,0,13,0,0.0,4.0,1.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
608,2048,8,3,0,18,0,0.0,3.0,1.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
609,100,10,2,0,16,1,0.0,4.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
610,5120,9,5,0,20,0,0.0,4.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
611,1024,9,6,0,17,2,0.0,5.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
612,1024,9,1,0,14,0,23.8,3.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
613,5120,9,5,0,16,1,9.9,4.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
614,500,7,6,0,18,0,0.0,2.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
615,1024,8,7,1,17,1,0.0,3.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
616,1024,8,4,0,16,0,0.0,4.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
617,1024,7,3,0,15,0,0.0,2.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
618,5120,8,4,1,16,0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
619,200,10,6,0,13,0,0.0,5.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
620,500,9,0,0,16,0,0.0,2.0,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
621,1024,9,1,0,21,1,1.3,3.0,1.0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
622,2048,10,3,1,16,0,0.0,4.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
623,1024,8,3,0,19,1,0.0,8.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
624,1024,10,3,1,21,0,6.2,5.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
625,1024,10,4,0,12,0,14.5,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
626,200,9,4,2,7,1,0.0,2.0,1.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
627,1024,10,2,0,19,0,0.0,3.0,1.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
628,1024,9,8,0,16,0,11.5,1.0,1.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
629,500,10,4,0,15,0,0.0,4.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
630,500,10,3,2,16,0,0.0,4.0,1.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
631,2048,6,2,0,14,0,0.0,1.0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
632,2048,9,3,2,20,0,0.0,8.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
633,2048,10,1,1,13,1,0.0,2.0,1.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
634,2048,7,5,0,17,0,1.2,3.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
635,1024,9,3,0,17,0,0.0,2.0,1.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
636,5120,10,3,0,11,0,0.0,4.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
637,2048,10,3,0,15,0,6.5,3.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
638,2048,10,4,0,16,0,0.0,9.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
639,500,9,5,0,15,0,0.0,2.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
640,500,9,4,0,18,1,0.0,3.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
641,2048,8,4,0,13,1,6.4,2.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
642,500,9,3,0,18,0,2.4,5.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
643,1024,10,5,0,14,0,0.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
644,5120,10,1,0,15,0,0.0,8.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
645,2048,8,6,1,15,0,16.9,1.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
646,1024,9,4,0,15,0,0.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,1024,9,4,0,17,1,0.0,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
648,500,10,4,0,14,0,0.0,7.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
649,200,9,2,0,15,1,27.7,1.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
650,1024,9,3,0,18,0,0.0,12.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
651,500,9,5,2,18,0,0.0,7.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
652,2048,10,2,1,12,0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
